	transactions	input_value	output_value	fee	day	month	year
2134	268546	77130506955406.000000000	77130506955406.000000000	24907272559.000000000	25	7	2015
2135	297128	60210115915549.000000000	60210115915549.000000000	38626790699.000000000	26	7	2015
2136	377948	101966228472386.000000000	101966228472386.000000000	83759953285.000000000	27	7	2015
2137	390996	122231279994698.000000000	122231279994698.000000000	79341007446.000000000	28	7	2015
2138	479167	112106287126056.000000000	112106287126056.000000000	132012816666.000000000	29	7	2015
2139	401123	104242138149004.000000000	104242138149004.000000000	102861014128.000000000	30	7	2015
2140	365671	103275820835002.000000000	103275820835002.000000000	151040491223.000000000	31	7	2015
2141	295529	79125304576656.000000000	79125304576656.000000000	36810676803.000000000	1	8	2015
2142	286139	64919645225527.000000000	64919645225527.000000000	34319394558.000000000	2	8	2015
2143	348244	103531301036461.000000000	103531301036461.000000000	86169168604.000000000	3	8	2015
2144	407103	118693555150663.000000000	118693555150663.000000000	97235561466.000000000	4	8	2015
2145	372856	124855695199382.000000000	124855695199382.000000000	50475415074.000000000	5	8	2015
2146	373764	116120709964292.000000000	116120709964292.000000000	82895128166.000000000	6	8	2015
2147	302868	113182296613394.000000000	113182296613394.000000000	32348326689.000000000	7	8	2015
2148	282837	125661904190664.000000000	125661904190664.000000000	23603923333.000000000	8	8	2015
2149	257311	124036131982422.000000000	124036131982422.000000000	25874831856.000000000	9	8	2015
2150	399767	124856205403442.000000000	124856205403442.000000000	186875934106.000000000	10	8	2015
2151	341456	118590900416973.000000000	118590900416973.000000000	57883760507.000000000	11	8	2015
2152	321191	136418717584128.000000000	136418717584128.000000000	31303081474.000000000	12	8	2015
2153	335533	147332221235010.000000000	147332221235010.000000000	43897948002.000000000	13	8	2015
2154	313949	139318376104885.000000000	139318376104885.000000000	101866133486.000000000	14	8	2015
2155	269607	104817612839157.000000000	104817612839157.000000000	29895208679.000000000	15	8	2015
2156	256789	109954214464067.000000000	109954214464067.000000000	31767151161.000000000	16	8	2015
2157	318142	153102341447352.000000000	153102341447352.000000000	32673246994.000000000	17	8	2015
2158	347481	183448114031516.000000000	183448114031516.000000000	95200222268.000000000	18	8	2015
2159	328588	166810019389037.000000000	166810019389037.000000000	36857927594.000000000	19	8	2015
2160	308492	161029440955466.000000000	161029440955466.000000000	36261072923.000000000	20	8	2015
2161	305032	143893766057510.000000000	143893766057510.000000000	26825558288.000000000	21	8	2015
2162	295503	129457028880768.000000000	129457028880768.000000000	32995913269.000000000	22	8	2015
2163	267355	105092688783656.000000000	105092688783656.000000000	28931269300.000000000	23	8	2015
2164	369552	204088755924103.000000000	204088755924103.000000000	85638611200.000000000	24	8	2015
2165	328414	208730739652463.000000000	208730739652463.000000000	28432809788.000000000	25	8	2015
2166	309050	159864008233333.000000000	159864008233333.000000000	26966501899.000000000	26	8	2015
2167	300017	151793930173592.000000000	151793930173592.000000000	25172464254.000000000	27	8	2015
2168	321591	169287070956622.000000000	169287070956622.000000000	35997697430.000000000	28	8	2015
2169	274685	96660320765135.000000000	96660320765135.000000000	22023936795.000000000	29	8	2015
2170	272863	79262296793320.000000000	79262296793320.000000000	21387027955.000000000	30	8	2015
2171	363898	128527802631433.000000000	128527802631433.000000000	109616330691.000000000	31	8	2015
2172	353233	144633935933634.000000000	144633935933634.000000000	37834133173.000000000	1	9	2015
2173	318096	141676040373926.000000000	141676040373926.000000000	59846942648.000000000	2	9	2015
2174	344912	124077845717280.000000000	124077845717280.000000000	33260348427.000000000	3	9	2015
2175	277568	112230763630026.000000000	112230763630026.000000000	41017858511.000000000	4	9	2015
2176	322798	92399644731115.000000000	92399644731115.000000000	50649959827.000000000	5	9	2015
2177	289216	97099022205547.000000000	97099022205547.000000000	35233224839.000000000	6	9	2015
2178	368267	103364943822172.000000000	103364943822172.000000000	168600095862.000000000	7	9	2015
2179	518494	140235572524582.000000000	140235572524582.000000000	47190215423.000000000	8	9	2015
2180	616935	131894248972444.000000000	131894248972444.000000000	108707347037.000000000	9	9	2015
2181	689233	138425481261104.000000000	138425481261104.000000000	135877465453.000000000	10	9	2015
2182	623091	122521628666882.000000000	122521628666882.000000000	85749825776.000000000	11	9	2015
2183	508839	78881970143881.000000000	78881970143881.000000000	42186934879.000000000	12	9	2015
2184	516975	85350968697763.000000000	85350968697763.000000000	34050877960.000000000	13	9	2015
2185	655661	127100236453356.000000000	127100236453356.000000000	118216159563.000000000	14	9	2015
2186	645776	132480824684986.000000000	132480824684986.000000000	40250221246.000000000	15	9	2015
2187	537905	144415335135686.000000000	144415335135686.000000000	32201163020.000000000	16	9	2015
2188	559969	130995011067816.000000000	130995011067816.000000000	27510742739.000000000	17	9	2015
2189	419104	129051443775994.000000000	129051443775994.000000000	33255726737.000000000	18	9	2015
2190	294128	110071671048611.000000000	110071671048611.000000000	25374544749.000000000	19	9	2015
2191	286605	91813993116026.000000000	91813993116026.000000000	23147742310.000000000	20	9	2015
2192	415425	162304688548079.000000000	162304688548079.000000000	131604738727.000000000	21	9	2015
2193	380742	150537654905111.000000000	150537654905111.000000000	43495228297.000000000	22	9	2015
2194	382484	127116138661954.000000000	127116138661954.000000000	34132396956.000000000	23	9	2015
2195	338504	121533938380385.000000000	121533938380385.000000000	30336059095.000000000	24	9	2015
2196	352296	137351343558706.000000000	137351343558706.000000000	87826697400.000000000	25	9	2015
2197	318371	102804786317704.000000000	102804786317704.000000000	39102070531.000000000	26	9	2015
2198	323670	75858297362298.000000000	75858297362298.000000000	48273024945.000000000	27	9	2015
2199	375937	149536732585883.000000000	149536732585883.000000000	39806402822.000000000	28	9	2015
2200	414396	170388225344776.000000000	170388225344776.000000000	50169892805.000000000	29	9	2015
2201	385869	142425531671063.000000000	142425531671063.000000000	39826516183.000000000	30	9	2015
2202	342877	159054851700912.000000000	159054851700912.000000000	32947866818.000000000	1	10	2015
2203	373707	173348617324965.000000000	173348617324965.000000000	58655040258.000000000	2	10	2015
2204	285137	101100864625697.000000000	101100864625697.000000000	20715869530.000000000	3	10	2015
2205	271619	87209670145288.000000000	87209670145288.000000000	39808631530.000000000	4	10	2015
2206	327646	137222146078868.000000000	137222146078868.000000000	34678895272.000000000	5	10	2015
2207	399877	174334378552007.000000000	174334378552007.000000000	52620072600.000000000	6	10	2015
2208	502175	146396293117194.000000000	146396293117194.000000000	43649620552.000000000	7	10	2015
2209	502009	202099303942357.000000000	202099303942357.000000000	44268891030.000000000	8	10	2015
2210	404221	128242608755692.000000000	128242608755692.000000000	38439945700.000000000	9	10	2015
2211	563070	119836083765817.000000000	119836083765817.000000000	36510226396.000000000	10	10	2015
2212	430031	98070427152275.000000000	98070427152275.000000000	33700686922.000000000	11	10	2015
2213	437408	141704710122915.000000000	141704710122915.000000000	49948542336.000000000	12	10	2015
2214	400018	168340809401906.000000000	168340809401906.000000000	39550281923.000000000	13	10	2015
2215	419459	170857926801327.000000000	170857926801327.000000000	44071226163.000000000	14	10	2015
2216	463252	198427269847142.000000000	198427269847142.000000000	44395515800.000000000	15	10	2015
2217	429427	184682922716790.000000000	184682922716790.000000000	87221253727.000000000	16	10	2015
2218	414610	152525121646131.000000000	152525121646131.000000000	56552760664.000000000	17	10	2015
2219	394812	107492497247945.000000000	107492497247945.000000000	57077574866.000000000	18	10	2015
2220	433688	148189603871472.000000000	148189603871472.000000000	64915306314.000000000	19	10	2015
2221	442064	156787720841233.000000000	156787720841233.000000000	73278221696.000000000	20	10	2015
2222	416881	141143064167153.000000000	141143064167153.000000000	60729204709.000000000	21	10	2015
2223	415002	157519106109877.000000000	157519106109877.000000000	36951432386.000000000	22	10	2015
2224	426718	145380756793875.000000000	145380756793875.000000000	58317975007.000000000	23	10	2015
2225	379022	136307017100088.000000000	136307017100088.000000000	35779056487.000000000	24	10	2015
2226	424188	141624621900680.000000000	141624621900680.000000000	49149736856.000000000	25	10	2015
2227	414883	155345562343750.000000000	155345562343750.000000000	155196967192.000000000	26	10	2015
2228	409647	183817610119850.000000000	183817610119850.000000000	44310048212.000000000	27	10	2015
2229	422753	201482580739473.000000000	201482580739473.000000000	52548543516.000000000	28	10	2015
2230	458264	234625392719132.000000000	234625392719132.000000000	105373235981.000000000	29	10	2015
2231	446082	256608749573105.000000000	256608749573105.000000000	49774670264.000000000	30	10	2015
2232	392122	185606045598104.000000000	185606045598104.000000000	36109272945.000000000	31	10	2015
2233	415260	172514813519118.000000000	172514813519118.000000000	54359923303.000000000	1	11	2015
2234	491438	257350899727873.000000000	257350899727873.000000000	62436861586.000000000	2	11	2015
2235	535712	366038298200513.000000000	366038298200513.000000000	103094583814.000000000	3	11	2015
2236	629455	1105410193370931.000000000	1105410193370931.000000000	104367826818.000000000	4	11	2015
2237	542392	372573769000474.000000000	372573769000474.000000000	94597248691.000000000	5	11	2015
2238	468954	279754794753550.000000000	279754794753550.000000000	61093280867.000000000	6	11	2015
2239	408447	226645738568465.000000000	226645738568465.000000000	42750670091.000000000	7	11	2015
2240	376468	194848657118544.000000000	194848657118544.000000000	57735627806.000000000	8	11	2015
2241	473664	307378609458104.000000000	307378609458104.000000000	139515583125.000000000	9	11	2015
2242	452244	294587374403397.000000000	294587374403397.000000000	60048467164.000000000	10	11	2015
2243	443732	340240913001863.000000000	340240913001863.000000000	64932431108.000000000	11	11	2015
2244	424766	300530515856211.000000000	300530515856211.000000000	38332820092.000000000	12	11	2015
2245	396744	285581565289682.000000000	285581565289682.000000000	35507546653.000000000	13	11	2015
2246	378691	309825195660264.000000000	309825195660264.000000000	36845572857.000000000	14	11	2015
2247	395510	217009597076590.000000000	217009597076590.000000000	44248294677.000000000	15	11	2015
2248	466189	267356197569288.000000000	267356197569288.000000000	156036579255.000000000	16	11	2015
2249	414443	193810400236853.000000000	193810400236853.000000000	39838638408.000000000	17	11	2015
2250	464068	181457025050335.000000000	181457025050335.000000000	41052450684.000000000	18	11	2015
2251	419810	204075995053836.000000000	204075995053836.000000000	45171293217.000000000	19	11	2015
2252	428845	223079479231177.000000000	223079479231177.000000000	37024736589.000000000	20	11	2015
2253	410910	148165749553139.000000000	148165749553139.000000000	35675303364.000000000	21	11	2015
2254	384894	113933017193178.000000000	113933017193178.000000000	116807078241.000000000	22	11	2015
2255	432458	134238036631821.000000000	134238036631821.000000000	48966540854.000000000	23	11	2015
2256	402379	143988347092553.000000000	143988347092553.000000000	42695955573.000000000	24	11	2015
2257	419580	188306052768574.000000000	188306052768574.000000000	91513412920.000000000	25	11	2015
2258	480657	211671166622834.000000000	211671166622834.000000000	66177439249.000000000	26	11	2015
2259	430573	217555103913418.000000000	217555103913418.000000000	54820974243.000000000	27	11	2015
2260	413140	195973613133985.000000000	195973613133985.000000000	39720581826.000000000	28	11	2015
2261	370233	138156760486472.000000000	138156760486472.000000000	46180762111.000000000	29	11	2015
2262	547906	245278195721292.000000000	245278195721292.000000000	147456057359.000000000	30	11	2015
2263	482855	248238789115708.000000000	248238789115708.000000000	54954087401.000000000	1	12	2015
2264	532820	274802729252490.000000000	274802729252490.000000000	65666157281.000000000	2	12	2015
2265	477502	207874217662109.000000000	207874217662109.000000000	112325251529.000000000	3	12	2015
2266	453569	267544033762503.000000000	267544033762503.000000000	55598280640.000000000	4	12	2015
2267	482872	490712715166979.000000000	490712715166979.000000000	56713932063.000000000	5	12	2015
2268	459501	548416403169665.000000000	548416403169665.000000000	48299406894.000000000	6	12	2015
2269	516096	319464265567795.000000000	319464265567795.000000000	97846413742.000000000	7	12	2015
2270	542236	300460109545382.000000000	300460109545382.000000000	56883839269.000000000	8	12	2015
2271	588202	394372992032884.000000000	394372992032884.000000000	67022416077.000000000	9	12	2015
2272	581271	324050297782918.000000000	324050297782918.000000000	70984517192.000000000	10	12	2015
2273	502735	377213177971594.000000000	377213177971594.000000000	91131847208.000000000	11	12	2015
2274	557995	335880245151952.000000000	335880245151952.000000000	91140688446.000000000	12	12	2015
2275	479814	520442668872467.000000000	520442668872467.000000000	70483250174.000000000	13	12	2015
2276	633107	484490481151321.000000000	484490481151321.000000000	137086282267.000000000	14	12	2015
2277	565065	435388970059666.000000000	435388970059666.000000000	73469015965.000000000	15	12	2015
2278	556800	442701660023883.000000000	442701660023883.000000000	58103848391.000000000	16	12	2015
2279	527534	417452835579944.000000000	417452835579944.000000000	67631380975.000000000	17	12	2015
2280	520790	405733868894738.000000000	405733868894738.000000000	117077647984.000000000	18	12	2015
2281	501513	387510619974418.000000000	387510619974418.000000000	46363556083.000000000	19	12	2015
2282	478909	394096558390042.000000000	394096558390042.000000000	49425787902.000000000	20	12	2015
2283	573174	531450210857971.000000000	531450210857971.000000000	68798753341.000000000	21	12	2015
2284	550712	479182296043857.000000000	479182296043857.000000000	75853947472.000000000	22	12	2015
2285	542725	448483224276041.000000000	448483224276041.000000000	93147419201.000000000	23	12	2015
2286	506582	468147776032665.000000000	468147776032665.000000000	76353656097.000000000	24	12	2015
2287	428575	390922287646014.000000000	390922287646014.000000000	47990690525.000000000	25	12	2015
2288	456014	269538045846315.000000000	269538045846315.000000000	39766912505.000000000	26	12	2015
2289	448380	144229601650303.000000000	144229601650303.000000000	44215703903.000000000	27	12	2015
2290	478391	214853407587046.000000000	214853407587046.000000000	54985647117.000000000	28	12	2015
2291	502819	215386657135711.000000000	215386657135711.000000000	59809062808.000000000	29	12	2015
2292	457552	228925981854435.000000000	228925981854435.000000000	78615630958.000000000	30	12	2015
2293	398189	115904762619319.000000000	115904762619319.000000000	44057326013.000000000	31	12	2015
2294	329094	95410633860626.000000000	95410633860626.000000000	36829659342.000000000	1	1	2016
2295	423876	103429480702220.000000000	103429480702220.000000000	333742530359.000000000	2	1	2016
2296	387214	89492295905675.000000000	89492295905675.000000000	41965935418.000000000	3	1	2016
2297	497320	106254338641880.000000000	106254338641880.000000000	61821215371.000000000	4	1	2016
2298	499843	138867419758624.000000000	138867419758624.000000000	79510335556.000000000	5	1	2016
2299	455650	133397190880526.000000000	133397190880526.000000000	70313668988.000000000	6	1	2016
2300	495914	160289886367237.000000000	160289886367237.000000000	66752376304.000000000	7	1	2016
2301	504512	119122672997421.000000000	119122672997421.000000000	63138095233.000000000	8	1	2016
2302	471467	84575715428726.000000000	84575715428726.000000000	40137873957.000000000	9	1	2016
2303	445483	115648493187497.000000000	115648493187497.000000000	47297894674.000000000	10	1	2016
2304	546140	181990077178995.000000000	181990077178995.000000000	81170612481.000000000	11	1	2016
2305	509375	127614596688163.000000000	127614596688163.000000000	56920730577.000000000	12	1	2016
2306	497260	140583989068399.000000000	140583989068399.000000000	82116286637.000000000	13	1	2016
2307	474524	122519894450483.000000000	122519894450483.000000000	54719134380.000000000	14	1	2016
2308	468569	172526276958045.000000000	172526276958045.000000000	66174992598.000000000	15	1	2016
2309	522452	147036485920086.000000000	147036485920086.000000000	79429405040.000000000	16	1	2016
2310	525241	1035440568754244.000000000	1035440568754244.000000000	70870049414.000000000	17	1	2016
2311	549451	945782827350625.000000000	945782827350625.000000000	77488043755.000000000	18	1	2016
2312	523675	880130411109532.000000000	880130411109532.000000000	265216859449.000000000	19	1	2016
2313	664292	396330106612386.000000000	396330106612386.000000000	100147203342.000000000	20	1	2016
2314	561160	526356097493337.000000000	526356097493337.000000000	93543282686.000000000	21	1	2016
2315	586156	771327982261773.000000000	771327982261773.000000000	92400604055.000000000	22	1	2016
2316	490179	2976367046906890.000000000	2976367046906890.000000000	62275320529.000000000	23	1	2016
2317	495890	6735002837141944.000000000	6735002837141944.000000000	65234273537.000000000	24	1	2016
2318	571618	1736341623097428.000000000	1736341623097428.000000000	79461227057.000000000	25	1	2016
2319	588616	1039031461062297.000000000	1039031461062297.000000000	77975287209.000000000	26	1	2016
2320	573181	1389221957514606.000000000	1389221957514606.000000000	102717264547.000000000	27	1	2016
2321	583526	608071944543765.000000000	608071944543765.000000000	113233245505.000000000	28	1	2016
2322	581080	717125321655676.000000000	717125321655676.000000000	200158803144.000000000	29	1	2016
2323	516179	341778824380961.000000000	341778824380961.000000000	100806471209.000000000	30	1	2016
2324	489188	169994693934913.000000000	169994693934913.000000000	104593114573.000000000	31	1	2016
2325	647337	534954441784905.000000000	534954441784905.000000000	654238412084.000000000	1	2	2016
2326	751638	381410254542663.000000000	381410254542663.000000000	556763238763.000000000	2	2	2016
2327	604842	157287114794524.000000000	157287114794524.000000000	404502204704.000000000	3	2	2016
2328	547801	248097249065863.000000000	248097249065863.000000000	66561086592.000000000	4	2	2016
2329	592088	348302317900856.000000000	348302317900856.000000000	82013993523.000000000	5	2	2016
2330	562434	313289180174804.000000000	313289180174804.000000000	62623907932.000000000	6	2	2016
2331	561116	303731826933026.000000000	303731826933026.000000000	73122157572.000000000	7	2	2016
2332	572565	262545667830222.000000000	262545667830222.000000000	108167819832.000000000	8	2	2016
2333	576901	222143223531665.000000000	222143223531665.000000000	78790362521.000000000	9	2	2016
2334	577983	264194809174111.000000000	264194809174111.000000000	82537735820.000000000	10	2	2016
2335	614340	265288920097641.000000000	265288920097641.000000000	133048762750.000000000	11	2	2016
2336	515643	266093364134865.000000000	266093364134865.000000000	64689084554.000000000	12	2	2016
2337	481022	259436828923706.000000000	259436828923706.000000000	56716123015.000000000	13	2	2016
2338	504174	277478877073495.000000000	277478877073495.000000000	75638010160.000000000	14	2	2016
2339	574725	387667186323391.000000000	387667186323391.000000000	104389391619.000000000	15	2	2016
2340	517712	396332218243644.000000000	396332218243644.000000000	85490787917.000000000	16	2	2016
2341	592024	398101783773010.000000000	398101783773010.000000000	73308922450.000000000	17	2	2016
2342	539236	384822344859633.000000000	384822344859633.000000000	98150791151.000000000	18	2	2016
2343	556203	477852968657169.000000000	477852968657169.000000000	215280098430.000000000	19	2	2016
2344	541440	412797957801993.000000000	412797957801993.000000000	77973050556.000000000	20	2	2016
2345	525213	419574552375461.000000000	419574552375461.000000000	81476880056.000000000	21	2	2016
2346	555906	445846510569611.000000000	445846510569611.000000000	85342207424.000000000	22	2	2016
2347	592230	395937345320106.000000000	395937345320106.000000000	122044383151.000000000	23	2	2016
2348	525934	366644331000934.000000000	366644331000934.000000000	99085285273.000000000	24	2	2016
2349	623261	309196603048889.000000000	309196603048889.000000000	209175455276.000000000	25	2	2016
2350	524041	328257511194331.000000000	328257511194331.000000000	91730291763.000000000	26	2	2016
2351	491418	252685151953432.000000000	252685151953432.000000000	71463992586.000000000	27	2	2016
2352	502510	848294293903162.000000000	848294293903162.000000000	73041565155.000000000	28	2	2016
2353	587748	992138154607893.000000000	992138154607893.000000000	91873404264.000000000	29	2	2016
2354	623397	1100008997886869.000000000	1100008997886869.000000000	113270121216.000000000	1	3	2016
2355	697896	571228412695653.000000000	571228412695653.000000000	188450522931.000000000	2	3	2016
2356	604673	352523392765596.000000000	352523392765596.000000000	185750068287.000000000	3	3	2016
2357	620156	745753716075884.000000000	745753716075884.000000000	148438239546.000000000	4	3	2016
2358	583466	1951146628360658.000000000	1951146628360658.000000000	242887181309.000000000	5	3	2016
2359	463072	200800587655477.000000000	200800587655477.000000000	89345105010.000000000	6	3	2016
2360	464966	289672667409838.000000000	289672667409838.000000000	123627773859.000000000	7	3	2016
2361	510735	230723487449720.000000000	230723487449720.000000000	113306184386.000000000	8	3	2016
2362	644423	206122429087185.000000000	206122429087185.000000000	246568822751.000000000	9	3	2016
2363	522298	243585662911103.000000000	243585662911103.000000000	82901483299.000000000	10	3	2016
2364	480350	236018104728926.000000000	236018104728926.000000000	89051516967.000000000	11	3	2016
2365	404701	182629906284727.000000000	182629906284727.000000000	79516953430.000000000	12	3	2016
2366	413701	161793499444429.000000000	161793499444429.000000000	74271595249.000000000	13	3	2016
2367	552550	241266922500185.000000000	241266922500185.000000000	129769082970.000000000	14	3	2016
2368	528101	317393403758804.000000000	317393403758804.000000000	108193147998.000000000	15	3	2016
2369	503702	1334013637540757.000000000	1334013637540757.000000000	87772684879.000000000	16	3	2016
2370	509757	798120477627056.000000000	798120477627056.000000000	128381398119.000000000	17	3	2016
2371	479074	523604510760423.000000000	523604510760423.000000000	72462783951.000000000	18	3	2016
2372	419472	218678307291341.000000000	218678307291341.000000000	69206676407.000000000	19	3	2016
2373	475575	176979903632754.000000000	176979903632754.000000000	96610030608.000000000	20	3	2016
2374	517677	203810270603486.000000000	203810270603486.000000000	126167023383.000000000	21	3	2016
2375	505090	223133230981488.000000000	223133230981488.000000000	84286905850.000000000	22	3	2016
2376	494363	206311188775601.000000000	206311188775601.000000000	94250860643.000000000	23	3	2016
2377	489712	228299422964899.000000000	228299422964899.000000000	156401419334.000000000	24	3	2016
2378	449518	210958861883869.000000000	210958861883869.000000000	83888243321.000000000	25	3	2016
2379	487780	150130749050789.000000000	150130749050789.000000000	395686079939.000000000	26	3	2016
2380	437136	173353295705791.000000000	173353295705791.000000000	177860276738.000000000	27	3	2016
2381	580653	208216765882189.000000000	208216765882189.000000000	424984757654.000000000	28	3	2016
2382	685771	211241057329461.000000000	211241057329461.000000000	869866665106.000000000	29	3	2016
2383	546275	202846257179495.000000000	202846257179495.000000000	248427167059.000000000	30	3	2016
2384	501825	218581591051542.000000000	218581591051542.000000000	127783289004.000000000	31	3	2016
2385	576794	217766410641936.000000000	217766410641936.000000000	134760784599.000000000	1	4	2016
2386	564074	175529006294308.000000000	175529006294308.000000000	138039932906.000000000	2	4	2016
2387	510038	155807797313436.000000000	155807797313436.000000000	106463000545.000000000	3	4	2016
2388	540424	212796088507798.000000000	212796088507798.000000000	171505308982.000000000	4	4	2016
2389	558466	225386957700312.000000000	225386957700312.000000000	137001834374.000000000	5	4	2016
2390	529754	239345726260875.000000000	239345726260875.000000000	113762163086.000000000	6	4	2016
2391	502596	273632439498317.000000000	273632439498317.000000000	82000285894.000000000	7	4	2016
2392	489475	272445514345433.000000000	272445514345433.000000000	98797795209.000000000	8	4	2016
2393	502176	224495268577770.000000000	224495268577770.000000000	88192932069.000000000	9	4	2016
2394	455535	200073024206949.000000000	200073024206949.000000000	54441761785.000000000	10	4	2016
2395	553435	256741348109363.000000000	256741348109363.000000000	167727228438.000000000	11	4	2016
2396	579620	349188000077188.000000000	349188000077188.000000000	175053689103.000000000	12	4	2016
2397	529487	321471219489477.000000000	321471219489477.000000000	105168408529.000000000	13	4	2016
2398	532442	296073921443923.000000000	296073921443923.000000000	95044514147.000000000	14	4	2016
2399	505442	381874279648834.000000000	381874279648834.000000000	95019066575.000000000	15	4	2016
2400	444067	304822278756777.000000000	304822278756777.000000000	89002183523.000000000	16	4	2016
2401	492119	261531239434023.000000000	261531239434023.000000000	92914254737.000000000	17	4	2016
2402	520708	395910669354227.000000000	395910669354227.000000000	138247773431.000000000	18	4	2016
2403	520577	370224750688857.000000000	370224750688857.000000000	78507770107.000000000	19	4	2016
2404	538864	407325551886435.000000000	407325551886435.000000000	138103606902.000000000	20	4	2016
2405	515545	502941376173016.000000000	502941376173016.000000000	88314917814.000000000	21	4	2016
2406	521772	528730816457524.000000000	528730816457524.000000000	137911541107.000000000	22	4	2016
2407	438435	342265169739954.000000000	342265169739954.000000000	67074382611.000000000	23	4	2016
2408	444915	222056959472047.000000000	222056959472047.000000000	69510887168.000000000	24	4	2016
2409	522537	271621088902636.000000000	271621088902636.000000000	144107821398.000000000	25	4	2016
2410	570008	276636173513489.000000000	276636173513489.000000000	480306606367.000000000	26	4	2016
2411	532268	248182622430106.000000000	248182622430106.000000000	104213545232.000000000	27	4	2016
2412	558322	269263230991093.000000000	269263230991093.000000000	122306938724.000000000	28	4	2016
2413	592747	251849420247280.000000000	251849420247280.000000000	163898308083.000000000	29	4	2016
2414	513442	189611644961192.000000000	189611644961192.000000000	116437444534.000000000	30	4	2016
2415	446578	187563459913172.000000000	187563459913172.000000000	86635694575.000000000	1	5	2016
2416	560886	244676278288665.000000000	244676278288665.000000000	180431949793.000000000	2	5	2016
2417	552353	227008503890545.000000000	227008503890545.000000000	91324518778.000000000	3	5	2016
2418	555649	227249625215907.000000000	227249625215907.000000000	155599275629.000000000	4	5	2016
2419	510229	215774679433209.000000000	215774679433209.000000000	151787256965.000000000	5	5	2016
2420	510348	231720550011312.000000000	231720550011312.000000000	104799212779.000000000	6	5	2016
2421	446868	188993936014910.000000000	188993936014910.000000000	66835857086.000000000	7	5	2016
2422	449331	161963087948788.000000000	161963087948788.000000000	108975366529.000000000	8	5	2016
2423	507464	205803188266356.000000000	205803188266356.000000000	86748542193.000000000	9	5	2016
2424	539764	220796167398541.000000000	220796167398541.000000000	128210800471.000000000	10	5	2016
2425	500904	250684968513659.000000000	250684968513659.000000000	99502266976.000000000	11	5	2016
2426	497076	229193938032214.000000000	229193938032214.000000000	107635176686.000000000	12	5	2016
2427	530457	257398101106013.000000000	257398101106013.000000000	202216388936.000000000	13	5	2016
2428	525982	190695281003982.000000000	190695281003982.000000000	155503796161.000000000	14	5	2016
2429	499098	203932205916131.000000000	203932205916131.000000000	151372357555.000000000	15	5	2016
2430	572219	268521383398478.000000000	268521383398478.000000000	166743859268.000000000	16	5	2016
2431	562090	270029491509472.000000000	270029491509472.000000000	136203432881.000000000	17	5	2016
2432	612608	224636707043046.000000000	224636707043046.000000000	192277699363.000000000	18	5	2016
2433	528364	254143112892336.000000000	254143112892336.000000000	156644746746.000000000	19	5	2016
2434	525835	213087469177595.000000000	213087469177595.000000000	140232358237.000000000	20	5	2016
2435	568656	157493114886437.000000000	157493114886437.000000000	231043647243.000000000	21	5	2016
2436	501458	150777966885889.000000000	150777966885889.000000000	160282113355.000000000	22	5	2016
2437	545336	213181256336803.000000000	213181256336803.000000000	175388813628.000000000	23	5	2016
2438	574674	251102615828523.000000000	251102615828523.000000000	222939987093.000000000	24	5	2016
2439	553130	333758790462699.000000000	333758790462699.000000000	157780036715.000000000	25	5	2016
2440	526974	358087058541593.000000000	358087058541593.000000000	135964995981.000000000	26	5	2016
2441	637289	412063920189379.000000000	412063920189379.000000000	220564073138.000000000	27	5	2016
2442	535715	366220035247352.000000000	366220035247352.000000000	173263990062.000000000	28	5	2016
2443	462759	273718408647322.000000000	273718408647322.000000000	186489025553.000000000	29	5	2016
2444	599917	224480636842614.000000000	224480636842614.000000000	404826692637.000000000	30	5	2016
2445	509750	255824497723386.000000000	255824497723386.000000000	142478429463.000000000	31	5	2016
2446	547477	234839205419546.000000000	234839205419546.000000000	129701013465.000000000	1	6	2016
2447	515997	233915849726503.000000000	233915849726503.000000000	113480209499.000000000	2	6	2016
2448	539247	193544017388676.000000000	193544017388676.000000000	143364996631.000000000	3	6	2016
2449	454712	149062027664076.000000000	149062027664076.000000000	146533670318.000000000	4	6	2016
2450	486863	182773803548366.000000000	182773803548366.000000000	142790473029.000000000	5	6	2016
2451	550952	195994818425340.000000000	195994818425340.000000000	195073208478.000000000	6	6	2016
2452	511845	211887593883511.000000000	211887593883511.000000000	129825064550.000000000	7	6	2016
2453	536012	200057970546409.000000000	200057970546409.000000000	105448073514.000000000	8	6	2016
2454	539065	209108293460922.000000000	209108293460922.000000000	125621496063.000000000	9	6	2016
2455	541940	229821195545437.000000000	229821195545437.000000000	179727391739.000000000	10	6	2016
2456	505679	189067634458660.000000000	189067634458660.000000000	131006553444.000000000	11	6	2016
2457	550303	282788869084227.000000000	282788869084227.000000000	165983433825.000000000	12	6	2016
2458	681986	275332167011431.000000000	275332167011431.000000000	279072196836.000000000	13	6	2016
2459	550590	235349152231669.000000000	235349152231669.000000000	168469188955.000000000	14	6	2016
2460	646627	229605685704804.000000000	229605685704804.000000000	336111665678.000000000	15	6	2016
2461	653142	279257072029410.000000000	279257072029410.000000000	205365322299.000000000	16	6	2016
2462	632743	277074008796198.000000000	277074008796198.000000000	263880075021.000000000	17	6	2016
2463	605915	233613659484691.000000000	233613659484691.000000000	183678570819.000000000	18	6	2016
2464	587920	200707198884978.000000000	200707198884978.000000000	192732426728.000000000	19	6	2016
2465	587369	264346848398107.000000000	264346848398107.000000000	253677452421.000000000	20	6	2016
